post_id,platform,text,num_hashtags,num_emojis,post_length,sentiment,engagement,viral_label,time_of_day,day_of_week
post_4621,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,4,83,Negative,524,Not Viral,Afternoon,Saturday
post_4622,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,3,3,79,Negative,275,Not Viral,Evening,Sunday
post_4623,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,5,3,70,Positive,519,Not Viral,Evening,Tuesday
post_4624,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,5,2,81,Negative,228,Not Viral,Evening,Monday
post_4625,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,1,78,Negative,920,Not Viral,Evening,Saturday
post_4626,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,1,83,Positive,452,Not Viral,Morning,Monday
post_4627,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,3,82,Neutral,145,Not Viral,Morning,Saturday
post_4628,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,3,78,Neutral,929,Not Viral,Morning,Saturday
post_4629,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,4,76,Negative,557,Not Viral,Morning,Wednesday
post_4630,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,4,4,79,Positive,434,Not Viral,Evening,Thursday
post_4631,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,2,71,Neutral,531,Not Viral,Afternoon,Friday
post_4632,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,3,78,Neutral,869,Not Viral,Morning,Saturday
post_4633,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,4,4,79,Positive,575,Not Viral,Evening,Monday
post_4634,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,4,1,70,Positive,410,Viral,Morning,Tuesday
post_4635,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,4,71,Negative,314,Viral,Evening,Tuesday
post_4636,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,0,76,Positive,343,Not Viral,Morning,Saturday
post_4637,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,3,68,Negative,536,Not Viral,Evening,Monday
post_4638,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,2,4,71,Positive,183,Not Viral,Evening,Friday
post_4639,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,0,68,Positive,549,Not Viral,Morning,Sunday
post_4640,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,1,81,Neutral,182,Not Viral,Evening,Saturday
post_4641,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,1,83,Neutral,966,Not Viral,Afternoon,Sunday
post_4642,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,4,4,71,Positive,378,Not Viral,Morning,Saturday
post_4643,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,0,1,68,Negative,706,Not Viral,Morning,Friday
post_4644,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,2,76,Positive,555,Not Viral,Morning,Wednesday
post_4645,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,4,83,Positive,821,Not Viral,Morning,Tuesday
post_4646,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,1,4,76,Positive,660,Not Viral,Morning,Thursday
post_4647,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,2,78,Positive,547,Not Viral,Afternoon,Sunday
post_4648,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,4,3,79,Neutral,264,Not Viral,Morning,Thursday
post_4649,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,0,82,Positive,947,Not Viral,Afternoon,Sunday
post_4650,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,0,82,Negative,282,Not Viral,Afternoon,Tuesday
post_4651,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,0,81,Positive,437,Viral,Evening,Sunday
post_4652,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,2,3,71,Negative,882,Not Viral,Morning,Monday
post_4653,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,5,2,71,Negative,82,Not Viral,Afternoon,Saturday
post_4654,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,2,83,Negative,111,Not Viral,Afternoon,Friday
post_4655,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,0,4,71,Neutral,928,Not Viral,Morning,Monday
post_4656,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,2,2,70,Neutral,674,Viral,Afternoon,Thursday
post_4657,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,4,3,71,Positive,584,Viral,Afternoon,Thursday
post_4658,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,4,2,68,Positive,162,Not Viral,Evening,Tuesday
post_4659,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,0,4,70,Neutral,56,Not Viral,Afternoon,Tuesday
post_4660,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,1,4,79,Positive,280,Not Viral,Evening,Monday
post_4661,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,4,71,Neutral,955,Not Viral,Afternoon,Sunday
post_4662,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,4,83,Negative,922,Not Viral,Afternoon,Wednesday
post_4663,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,4,83,Neutral,264,Not Viral,Evening,Saturday
post_4664,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,4,82,Neutral,122,Not Viral,Morning,Monday
post_4665,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,1,81,Neutral,599,Not Viral,Afternoon,Tuesday
post_4666,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,2,68,Neutral,144,Not Viral,Afternoon,Thursday
post_4667,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,5,2,70,Neutral,917,Not Viral,Morning,Sunday
post_4668,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,1,76,Neutral,503,Not Viral,Morning,Sunday
post_4669,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,1,82,Neutral,685,Viral,Afternoon,Saturday
post_4670,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,4,76,Negative,600,Not Viral,Morning,Tuesday
post_4671,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,4,76,Positive,158,Not Viral,Morning,Sunday
post_4672,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,3,68,Neutral,891,Not Viral,Evening,Monday
post_4673,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,1,4,79,Neutral,659,Not Viral,Afternoon,Thursday
post_4674,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,3,83,Positive,288,Not Viral,Morning,Sunday
post_4675,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,4,76,Negative,856,Not Viral,Evening,Sunday
post_4676,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,0,83,Positive,541,Not Viral,Afternoon,Thursday
post_4677,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,0,82,Negative,889,Not Viral,Morning,Tuesday
post_4678,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,4,0,71,Negative,586,Viral,Evening,Sunday
post_4679,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,2,83,Negative,648,Not Viral,Afternoon,Saturday
post_4680,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,2,2,70,Neutral,983,Viral,Afternoon,Sunday
post_4681,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,0,83,Neutral,596,Viral,Afternoon,Thursday
post_4682,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,2,83,Neutral,728,Not Viral,Evening,Sunday
post_4683,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,4,4,70,Positive,688,Not Viral,Evening,Friday
post_4684,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,3,1,70,Neutral,679,Viral,Afternoon,Saturday
post_4685,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,3,2,79,Positive,404,Not Viral,Afternoon,Sunday
post_4686,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,4,4,70,Negative,607,Not Viral,Morning,Monday
post_4687,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,1,81,Positive,129,Not Viral,Evening,Wednesday
post_4688,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,4,83,Neutral,167,Not Viral,Morning,Saturday
post_4689,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,1,76,Neutral,399,Not Viral,Morning,Monday
post_4690,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,2,83,Neutral,836,Not Viral,Afternoon,Thursday
post_4691,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,2,82,Positive,990,Not Viral,Morning,Friday
post_4692,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,3,82,Positive,105,Viral,Evening,Sunday
post_4693,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,3,78,Negative,797,Viral,Afternoon,Sunday
post_4694,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,2,3,79,Neutral,764,Viral,Morning,Wednesday
post_4695,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,3,1,71,Negative,573,Not Viral,Afternoon,Tuesday
post_4696,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,3,68,Neutral,283,Viral,Morning,Sunday
post_4697,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,3,71,Positive,856,Not Viral,Afternoon,Wednesday
post_4698,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,0,0,70,Neutral,515,Not Viral,Afternoon,Friday
post_4699,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,5,0,83,Positive,179,Not Viral,Evening,Monday
post_4700,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,3,78,Negative,229,Not Viral,Afternoon,Thursday
post_4701,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,3,68,Neutral,760,Viral,Morning,Thursday
post_4702,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,4,82,Positive,107,Viral,Morning,Wednesday
post_4703,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,5,3,71,Neutral,634,Not Viral,Afternoon,Saturday
post_4704,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,4,3,71,Negative,197,Not Viral,Evening,Saturday
post_4705,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,1,1,71,Negative,106,Not Viral,Afternoon,Sunday
post_4706,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,4,82,Negative,181,Not Viral,Morning,Wednesday
post_4707,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,0,2,68,Positive,134,Not Viral,Evening,Friday
post_4708,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,0,0,70,Positive,712,Not Viral,Afternoon,Sunday
post_4709,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,3,78,Negative,109,Not Viral,Evening,Wednesday
post_4710,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,4,82,Negative,926,Not Viral,Morning,Thursday
post_4711,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,2,0,79,Positive,652,Not Viral,Evening,Saturday
post_4712,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,1,82,Neutral,536,Viral,Morning,Wednesday
post_4713,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,3,71,Neutral,814,Not Viral,Morning,Thursday
post_4714,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,1,78,Negative,878,Not Viral,Morning,Saturday
post_4715,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,0,71,Positive,129,Not Viral,Evening,Friday
post_4716,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,2,81,Positive,498,Not Viral,Evening,Monday
post_4717,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,3,78,Negative,193,Not Viral,Afternoon,Saturday
post_4718,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,1,71,Positive,854,Not Viral,Afternoon,Wednesday
post_4719,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,2,4,70,Neutral,665,Not Viral,Morning,Sunday
post_4720,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,0,0,71,Positive,374,Not Viral,Morning,Tuesday
post_4721,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,2,78,Positive,92,Not Viral,Morning,Sunday
post_4722,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,3,71,Negative,369,Not Viral,Morning,Wednesday
post_4723,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,1,0,71,Negative,819,Not Viral,Morning,Thursday
post_4724,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,1,3,71,Negative,358,Not Viral,Morning,Sunday
post_4725,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,1,82,Positive,813,Not Viral,Evening,Friday
post_4726,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,3,81,Negative,123,Not Viral,Morning,Saturday
post_4727,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,0,81,Neutral,822,Not Viral,Evening,Sunday
post_4728,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,0,71,Positive,535,Not Viral,Evening,Wednesday
post_4729,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,3,4,79,Neutral,629,Not Viral,Morning,Monday
post_4730,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,3,71,Negative,370,Not Viral,Morning,Wednesday
post_4731,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,0,76,Neutral,498,Not Viral,Afternoon,Sunday
post_4732,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,3,81,Negative,758,Not Viral,Evening,Saturday
post_4733,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,5,3,79,Positive,157,Not Viral,Morning,Wednesday
post_4734,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,3,1,79,Negative,733,Viral,Morning,Wednesday
post_4735,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,2,82,Positive,675,Not Viral,Morning,Saturday
post_4736,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,1,71,Neutral,754,Not Viral,Morning,Friday
post_4737,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,0,4,71,Neutral,57,Not Viral,Morning,Tuesday
post_4738,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,4,3,68,Negative,166,Not Viral,Evening,Tuesday
post_4739,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,0,2,71,Positive,267,Not Viral,Afternoon,Tuesday
post_4740,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,0,81,Positive,882,Viral,Evening,Tuesday
post_4741,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,2,76,Neutral,622,Not Viral,Morning,Tuesday
post_4742,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,1,81,Neutral,496,Not Viral,Afternoon,Tuesday
post_4743,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,5,1,70,Negative,831,Viral,Evening,Wednesday
post_4744,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,4,2,71,Positive,625,Viral,Afternoon,Sunday
post_4745,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,3,1,71,Positive,738,Not Viral,Evening,Monday
post_4746,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,4,1,71,Positive,432,Viral,Morning,Wednesday
post_4747,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,2,0,79,Negative,726,Not Viral,Evening,Sunday
post_4748,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,4,71,Positive,333,Not Viral,Afternoon,Friday
post_4749,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,1,83,Neutral,748,Not Viral,Evening,Monday
post_4750,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,5,4,71,Negative,822,Not Viral,Afternoon,Sunday
post_4751,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,1,68,Negative,724,Viral,Afternoon,Wednesday
post_4752,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,1,76,Neutral,86,Not Viral,Morning,Saturday
post_4753,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,3,83,Negative,921,Not Viral,Afternoon,Friday
post_4754,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,0,71,Negative,630,Not Viral,Afternoon,Thursday
post_4755,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,2,68,Neutral,519,Not Viral,Afternoon,Saturday
post_4756,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,5,1,71,Neutral,751,Viral,Morning,Sunday
post_4757,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,0,76,Positive,970,Not Viral,Morning,Thursday
post_4758,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,4,78,Negative,476,Not Viral,Morning,Wednesday
post_4759,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,2,83,Negative,686,Viral,Afternoon,Friday
post_4760,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,4,0,71,Negative,528,Not Viral,Evening,Sunday
post_4761,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,0,81,Positive,440,Not Viral,Evening,Tuesday
post_4762,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,1,81,Positive,185,Viral,Morning,Saturday
post_4763,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,4,4,79,Neutral,76,Not Viral,Evening,Saturday
post_4764,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,3,71,Neutral,156,Not Viral,Afternoon,Wednesday
post_4765,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,2,81,Negative,257,Not Viral,Afternoon,Sunday
post_4766,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,4,0,76,Positive,310,Not Viral,Afternoon,Saturday
post_4767,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,0,71,Negative,645,Not Viral,Morning,Monday
post_4768,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,0,3,68,Positive,846,Viral,Morning,Tuesday
post_4769,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,3,2,71,Positive,575,Not Viral,Afternoon,Monday
post_4770,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,2,2,71,Positive,636,Not Viral,Afternoon,Saturday
post_4771,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,1,83,Negative,330,Not Viral,Morning,Saturday
post_4772,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,0,82,Neutral,371,Not Viral,Morning,Friday
post_4773,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,3,3,70,Neutral,53,Not Viral,Morning,Friday
post_4774,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,0,71,Neutral,371,Not Viral,Morning,Wednesday
post_4775,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,1,2,71,Positive,792,Not Viral,Morning,Wednesday
post_4776,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,5,3,81,Negative,773,Viral,Morning,Wednesday
post_4777,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,0,3,70,Positive,639,Not Viral,Afternoon,Friday
post_4778,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,2,78,Negative,676,Viral,Evening,Thursday
post_4779,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,3,81,Neutral,142,Not Viral,Afternoon,Wednesday
post_4780,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,2,68,Negative,136,Not Viral,Afternoon,Sunday
post_4781,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,0,81,Positive,981,Not Viral,Afternoon,Wednesday
post_4782,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,4,4,71,Negative,871,Not Viral,Morning,Friday
post_4783,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,0,81,Negative,941,Not Viral,Evening,Tuesday
post_4784,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,1,76,Neutral,304,Not Viral,Morning,Friday
post_4785,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,2,76,Negative,559,Not Viral,Morning,Wednesday
post_4786,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,0,1,71,Positive,73,Not Viral,Morning,Monday
post_4787,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,4,82,Neutral,988,Not Viral,Morning,Sunday
post_4788,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,2,0,79,Positive,112,Viral,Evening,Saturday
post_4789,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,4,78,Positive,648,Not Viral,Evening,Thursday
post_4790,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,5,3,70,Positive,671,Viral,Afternoon,Sunday
post_4791,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,0,82,Positive,655,Viral,Morning,Thursday
post_4792,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,1,68,Negative,920,Viral,Evening,Sunday
post_4793,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,2,82,Negative,638,Not Viral,Evening,Sunday
post_4794,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,1,81,Positive,886,Not Viral,Evening,Sunday
post_4795,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,3,82,Neutral,421,Not Viral,Evening,Monday
post_4796,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,3,4,79,Negative,798,Not Viral,Morning,Wednesday
post_4797,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,3,82,Positive,828,Not Viral,Evening,Monday
post_4798,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,0,0,79,Positive,484,Not Viral,Afternoon,Thursday
post_4799,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,2,81,Positive,406,Not Viral,Evening,Tuesday
post_4800,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,0,3,68,Negative,467,Not Viral,Morning,Friday
post_4801,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,4,83,Neutral,139,Viral,Evening,Sunday
post_4802,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,0,83,Neutral,690,Not Viral,Evening,Friday
post_4803,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",3,0,82,Neutral,533,Viral,Evening,Wednesday
post_4804,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,5,0,79,Negative,833,Not Viral,Evening,Friday
post_4805,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,3,78,Positive,687,Not Viral,Afternoon,Friday
post_4806,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,0,4,71,Neutral,753,Not Viral,Morning,Thursday
post_4807,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",3,2,82,Negative,431,Viral,Evening,Thursday
post_4808,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,0,82,Negative,240,Not Viral,Morning,Wednesday
post_4809,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,4,71,Neutral,769,Not Viral,Evening,Saturday
post_4810,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,3,1,71,Neutral,706,Not Viral,Evening,Friday
post_4811,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,0,83,Neutral,505,Not Viral,Morning,Monday
post_4812,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,1,1,71,Negative,458,Viral,Afternoon,Monday
post_4813,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,3,83,Neutral,57,Not Viral,Afternoon,Friday
post_4814,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,1,3,79,Neutral,422,Not Viral,Afternoon,Wednesday
post_4815,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,1,2,71,Neutral,328,Not Viral,Afternoon,Friday
post_4816,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,4,83,Positive,469,Not Viral,Evening,Friday
post_4817,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",3,1,82,Neutral,833,Not Viral,Morning,Saturday
post_4818,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,3,71,Neutral,926,Not Viral,Morning,Wednesday
post_4819,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,1,1,76,Positive,890,Not Viral,Afternoon,Friday
post_4820,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,4,78,Neutral,238,Viral,Morning,Monday
